id,key,english,thai,source_file,source_line,namespace,category,context,status,runtime_role,thai_signal,protected_reason,protected_terms,locked_spans,russian,notes,english_hash,classification_version,classification_source
entities:Ability_Empath5_description,Ability_Empath5_description,Empath does some back-mind driving and spurs her host to move more quickly.,Empath ทำให้เกิดความรู้สึกคุ้นเคยกับพื้นที่ ซึ่งส่งผลให้เคลื่อนที่ได้ไวยิ่งขึ้น,stringtables/entities_en.str,3569,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Empath'],"[{'canonical_text': 'Empath', 'type': 'HERO', 'source_start': 0, 'source_end': 6, 'visible_start': 0, 'visible_end': 6, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",Empath второстепенно водит машину и побуждает хозяина двигаться быстрее.,,30034a985c2b9f612dc1fae330c89b5c6e239ef5530a79488540ad7765ac21b7,3,AUTO
entities:Ability_Empath5_description_simple,Ability_Empath5_description_simple,"Activate to grant ^o200 Movement Speed^* to your host, which decreases to 0 over 2 seconds.",กดใช้เพื่อมอบ ^oความเร็วเคลื่อนที่ 200 หน่วย^* ให้ฮีโร่เจ้าบ้าน โดยค่าจะค่อย ๆ ลดลงเหลือ 0 ภายใน 2 วินาที,stringtables/entities_en.str,3570,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],"Активируйте, чтобы предоставить ^o200 Скорость передвижения^* вашему хосту, который уменьшается до 0 за 2 секунды.",,2060469629f639ad68db954f4a932ca1957fe6e02fd9d9549cb3a00958494d69,3,AUTO
entities:Ability_Empath5_description2,Ability_Empath5_description2,,,stringtables/entities_en.str,3571,entities,empty,Empty upstream value,DEPRECATED,STRUCTURAL,SAME_AS_ENGLISH,,[],[],,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,3,AUTO
entities:Ability_Empath5_effect_header,Ability_Empath5_effect_header,,,stringtables/entities_en.str,3572,entities,empty,Empty upstream value,DEPRECATED,STRUCTURAL,SAME_AS_ENGLISH,,[],[],,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,3,AUTO
entities:Ability_Empath5_effect_header2,Ability_Empath5_effect_header2,,,stringtables/entities_en.str,3573,entities,empty,Empty upstream value,DEPRECATED,STRUCTURAL,SAME_AS_ENGLISH,,[],[],,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,3,AUTO
entities:Ability_Empath5_tooltip_flavor,Ability_Empath5_tooltip_flavor,Turn left! No! The other left! You're doing it wrong!,เลี้ยวซ้าย! ไม่! ไม่ใช่ออก! เจ้าเข้าใจผิดแล้ว!,stringtables/entities_en.str,3574,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],Поверните налево! Нет! Другой ушел! Ты делаешь это неправильно!,,8a88919b3611295ed78301acb56a65c2174d3523261bd6f10a06ba96108aa237,3,AUTO
entities:Ability_Empath5_IMPACT_effect,Ability_Empath5_IMPACT_effect,Grants the host a tapering ^o+200 Movement Speed^* buff for 2 seconds.,เพิ่มความเร็วเคลื่อนที่ ^o+200^* ให้เจ้าของร่าง โดยค่อย ๆ ลดลงภายใน 2 วินาที,stringtables/entities_en.str,3575,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],Предоставляет хозяину сужение ^o+200 Скорость передвижения^* бафф на 2 секунды.,,252fb2e3ed142c3fa88bfc5a7df94dee2b2334b80329982007b3c74d391586cf,3,AUTO
entities:State_Empath_Ability4_Self_name,State_Empath_Ability4_Self_name,As One,As One,stringtables/entities_en.str,3578,entities,state_source_ability_reference,State field exactly references a canonical Ability_* name,KEEP_EN,DISPLAY_TEXT,SAME_AS_ENGLISH,Canonical ability reference stays English,[],[],As One,,f6c37212556c9d922ae6f54cbd08d9e792abb0b4966fc9ec17ea34a3b0832f94,3,AUTO
entities:State_Empath_Ability4_Self_description,State_Empath_Ability4_Self_description,Empath is inside another hero!,Empath สามารถ เข้าไปสิง อยู่ในฮีโร่ ตัวอื่น!,stringtables/entities_en.str,3579,entities,state_effect_description,User-visible state/effect explanation,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Empath'],"[{'canonical_text': 'Empath', 'type': 'HERO', 'source_start': 0, 'source_end': 6, 'visible_start': 0, 'visible_end': 6, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,e8df04a34fbfedd0f09c3cfc3eb2d2120e2765187b92847672ebc69c542ab712,3,AUTO
entities:State_Empath_Ability4_Target_name,State_Empath_Ability4_Target_name,As One With Empath,As One With Empath,stringtables/entities_en.str,3582,entities,state_status_label,User-visible gameplay state/status label,TRANSLATE,DISPLAY_TEXT,SAME_AS_ENGLISH,,"['As One', 'Empath']","[{'canonical_text': 'As One', 'type': 'ABILITY', 'source_start': 0, 'source_end': 6, 'visible_start': 0, 'visible_end': 6, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Empath', 'type': 'HERO', 'source_start': 12, 'source_end': 18, 'visible_start': 12, 'visible_end': 18, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,60ad53361b74c2b139b20a8ac038b67414202ea6bd998350c7f938b8f4f263d1,3,AUTO
entities:State_Empath_Ability4_Target_description,State_Empath_Ability4_Target_description,Empath is inside!,Empath อยู่ข้างในตัวแล้ว!,stringtables/entities_en.str,3583,entities,state_effect_description,User-visible state/effect explanation,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Empath'],"[{'canonical_text': 'Empath', 'type': 'HERO', 'source_start': 0, 'source_end': 6, 'visible_start': 0, 'visible_end': 6, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,63c69faa96b0b295151057ca0a84ab027e155ad304c3d699b95a2b55f8ad83dd,3,AUTO
entities:State_Empath_Ability4_Target_description:ult_boost,State_Empath_Ability4_Target_description:ult_boost,"Empath is inside, granting you the effects of ^gStaff of the Master^*",Empath อยู่ข้างในตัวแล้ว มอบผลของ ^gStaff of the Master^* ให้กับคุณ,stringtables/entities_en.str,3584,entities,state_effect_description,User-visible state/effect explanation,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Empath', 'Staff of the Master']","[{'canonical_text': 'Empath', 'type': 'HERO', 'source_start': 0, 'source_end': 6, 'visible_start': 0, 'visible_end': 6, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Staff of the Master', 'type': 'ITEM', 'source_start': 48, 'source_end': 67, 'visible_start': 46, 'visible_end': 65, 'case_policy': 'EXACT', 'markup_prefix': '^g', 'markup_suffix': '^*'}]",,,84187915c406d89b2f723b9804f492004e8c039797ebf8bda4dfe27a6808b7a8,3,AUTO
entities:State_Empath_Ability4_Speed_name,State_Empath_Ability4_Speed_name,Faster!,Faster!,stringtables/entities_en.str,3587,entities,state_source_ability_reference,State field exactly references a canonical Ability_* name,KEEP_EN,DISPLAY_TEXT,SAME_AS_ENGLISH,Canonical ability reference stays English,[],[],Faster!,,db88e30677695b7cc9c3b93891d58df617c41259953b10791c9a084c7b99d8d4,3,AUTO
entities:State_Empath_Ability4_Speed_description,State_Empath_Ability4_Speed_description,"Empath has spurred this hero to move faster, gaining a bonus 150 Movement Speed which tapers to 0 over 2 seconds.",Empath กระตุ้นฮีโร่คนนี้ให้เคลื่อนที่เร็วขึ้น ได้รับโบนัสความเร็วเคลื่อนที่ 150 หน่วย ซึ่งค่อย ๆ ลดลงเหลือ 0 ภายใน 2 วินาที,stringtables/entities_en.str,3588,entities,state_effect_description,User-visible state/effect explanation,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Empath'],"[{'canonical_text': 'Empath', 'type': 'HERO', 'source_start': 0, 'source_end': 6, 'visible_start': 0, 'visible_end': 6, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,74a6de70307ad92aa15b7530fa31db179ff0d7e560741786968f7a2f80eca41a,3,AUTO
entities:Hero_Empath_name,Hero_Empath_name,Empath,Empath,stringtables/entities_en.str,3591,entities,hero_name,Hero display name,KEEP_EN,DISPLAY_TEXT,SAME_AS_ENGLISH,Hero names stay English,[],[],Empath,,7a8829cfa06d425f52b920f6b541f4c43b5898519147df86841751c518884416,3,AUTO
entities:Hero_Empath_description,Hero_Empath_description,"Tied to the lifeforce of all creatures that move across the lands of Newerth, the Empath has suffered greatly in the war against the daemons. Nevertheless, her gift -- and curse -- is a powerful asset for the Legion, for the Empath is able to call on her magic to heal allies, weaken foes, and even merge her essence with other heroes.",ผู้เชื่อมโยงสิ่งมีชีวิต ในดินแดง Newerth Empath ได้รับความเดือนร้อน จากสงครามกับเหล่าอสูร เธอสามารถมอบพร และคำสาบ อันทรงพลัง ได้อย่างมหัศจรรย์ เธอสามารถ ฟื้นพูพลังชีวิต แก่เหล่าพันธมิตร อีกทั้งยังสามารถ ผสานพลัง กับเหล่าผู้กล้าอื่นๆ ได้,stringtables/entities_en.str,3592,entities,hero_description,Hero description or gameplay role prose,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Empath'],"[{'canonical_text': 'Empath', 'type': 'HERO', 'source_start': 82, 'source_end': 88, 'visible_start': 82, 'visible_end': 88, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Empath', 'type': 'HERO', 'source_start': 225, 'source_end': 231, 'visible_start': 225, 'visible_end': 231, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]","Связанный с жизненной силой всех существ, перемещающихся по землям Ньюерта, Empath сильно пострадал в войне с демонами. Тем не менее, ее дар – и проклятие – являются мощным активом для Легиона, для Empath может использовать свою магию, чтобы исцелить союзников, ослабить врагов и даже объединить свою сущность с другими героями.",,5c384a815a173fd6778ad684cbbb8ccea4c1410e28e8735aec9ccffdd7bf3a07,3,AUTO
entities:Hero_Empath_role,Hero_Empath_role,"The Empath is a unique support hero capable of entering an ally with As One and greatly buffing it. Meanwhile, Essence Link fulfills multiple roles by siphoning an enemy's health to the Empath herself.",Empath เป็นฝ่ายสนับสนุน ตัวละครพันธมิตร ด้วยทักษะ As One ทำการเสริมสถานะ และ Essence Link ที่สามารถ ใช้ขัดขวางศัตรู และดูดพลังชีวิต มาเป็นของตัวเองได้,stringtables/entities_en.str,3593,entities,hero_description,Hero description or gameplay role prose,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Empath', 'As One', 'Essence Link']","[{'canonical_text': 'Empath', 'type': 'HERO', 'source_start': 4, 'source_end': 10, 'visible_start': 4, 'visible_end': 10, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'As One', 'type': 'ABILITY', 'source_start': 69, 'source_end': 75, 'visible_start': 69, 'visible_end': 75, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Essence Link', 'type': 'ABILITY', 'source_start': 111, 'source_end': 123, 'visible_start': 111, 'visible_end': 123, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Empath', 'type': 'HERO', 'source_start': 186, 'source_end': 192, 'visible_start': 186, 'visible_end': 192, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]","Empath — уникальный герой поддержки, способный войти в союз с As One и значительно улучшаем его. Между тем, Essence Link выполняет несколько функций, перекачивая здоровье врага в Empath сама.",,e62a9a4e09d053561407d74c408a9185a4dbd523e0222f3bd391ac84ebef845b,3,AUTO
entities:Ability_Engineer1_name,Ability_Engineer1_name,The Keg,The Keg,stringtables/entities_en.str,3598,entities,ability_name,Ability display name or named variant,KEEP_EN,DISPLAY_TEXT,SAME_AS_ENGLISH,Ability names stay English,[],[],The Keg,,3538b79983389b8deefbdcda4087f080ded3e117868d42b9f8f72d5d80e7df3d,3,AUTO
entities:Ability_Engineer1_description,Ability_Engineer1_description,"Never going into battle without a full keg of ale, the Engineer also knows that it can be used as a powerful explosive in a pinch. When heaved into a battle, it Stuns and damages enemies where it lands. He drinks this stuff.","ออกรบทั้งทีต้องเต็มถัง Engineer ได้ทำการบรรจุดินระเบิด ที่มีประสิทธิภาพ ที่พร้อมใช้ในการต่อสู้, มันสามารถ สตัน และความเสียหาย แก่ศัตรู ที่ถูกดินระเบิดนั้น",stringtables/entities_en.str,3599,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Engineer'],"[{'canonical_text': 'Engineer', 'type': 'HERO', 'source_start': 55, 'source_end': 63, 'visible_start': 55, 'visible_end': 63, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]","Никогда не отправляясь в бой без полного бочонка эля, Engineer также знает, что в крайнем случае его можно использовать как мощное взрывчатое вещество. Когда его бросают в бой, он оглушает и наносит урон врагам в месте приземления. Он пьет это.",,089b31f1c7603343fb7ee72c0b4e9e97f88e2ba19a38d8352e83d60a8e247b65,3,AUTO
entities:Ability_Engineer1_description_simple,Ability_Engineer1_description_simple,"Throw your ^oKeg^* at target location, dealing ^o{80,150,220,290} Magic Damage^* and a ^o{1.6,1.9,2.2,2.5} second Stun^* in an area around that position.\n\nUnits hit with this ability are ^opushed away^* from the impact. You can be ^opushed^*, but not damaged or Stunned.","โจมตี ด้วยดินระเบิด ลงบนพื้นที่เป้าหมาย ^oสร้างความเสียหายเวท {80,150,220,290} หน่วย^* และส่งผลให้ ^oสตัน เป็นเวลา {1.6,1.9,2.2,2.5} วินาที^* ในบริเวณนั้น เป็นวงกว้าง\n\nยูนิตที่อยู่ ในระยะของสกิลนี้ จะถูกผลักให้ กระเด็น และล้มลง ออกจากจุดกระทบ",stringtables/entities_en.str,3600,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],"Брось свой ^oбочонок^* в целевом месте, торгуя ^o{80,150,220,290} Магический урон^* и ^o{1.6,1.9,2.2,2.5} второе оглушение^* в районе вокруг этой позиции.\n\nЮниты, пораженные этой способностью, ^oоттолкнул^* от воздействия. Ты можешь быть ^oтолкнул^*, но не поврежден и не оглушен.",,971f620d75b568e6180325089e5ada6e1fd5f05e4c5aec4b0defd4612b294e5a,3,AUTO
entities:Ability_Engineer1_IMPACT_effect,Ability_Engineer1_IMPACT_effect,"Throws a keg at target location, impacting after a 1 second delay. Enemy units in radius take ^o{80,150,220,290} Magic Damage^*, are ^oStunned for {1.6,1.9,2.2,2.5} seconds^*, and are ^opushed 250 units away^* from the impact point.\n\nIf the Engineer is in the blast radius, he too will be knocked back, but won't be Stunned.","ขว้างถัง ไปยังพื้นที่เป้าหมาย หลังการกระแทก 1 วินาที ศัตรูในระยะ จะได้รับ ^oความเสียหายเวท {80,150,220,290} หน่วย^*, ติด^oสตัน {1.6,1.9,2.2,2.5} วินาที^*, และ^oผลักกระเด็น ออกไป 250 หน่วย*^ จากจุดกระทบ\n\nหาก Engineer อยู่ในระยะระเบิด จะกระเด็นออก แต่ไม่ติด สตัน",stringtables/entities_en.str,3601,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Engineer'],"[{'canonical_text': 'Engineer', 'type': 'HERO', 'source_start': 243, 'source_end': 251, 'visible_start': 231, 'visible_end': 239, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]","Бросает бочонок в указанное место, поражая его с задержкой в 1 секунду. Вражеские юниты в радиусе получают ^o{80,150,220,290} Магический урон^*, являются ^oОшеломлен {1.6,1.9,2.2,2.5} секунды^*, и являются ^oотодвинуто на 250 единиц^* от точки удара.\n\nЕсли Engineer находится в радиусе действия взрыва, он тоже будет отброшен, но не оглушен.",,a191222a2c306ba9b5db7b49141e65ceb8589a11a094415b215a25544bf36a13,3,AUTO
entities:Ability_Engineer1_tooltip_flavor,Ability_Engineer1_tooltip_flavor,It puts hair on yer chest!,มันทำให้เจ้าดูเข้มแข็งขึ้น!,stringtables/entities_en.str,3602,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],У тебя волосы на груди появляются!,,88a0d910eeca0092e5f2bd64d51807b9c6bc85b3385f1297fa64f26ee0ddce2e,3,AUTO
entities:Ability_Engineer2_name,Ability_Engineer2_name,Steam Turret,Steam Turret,stringtables/entities_en.str,3605,entities,ability_name,Ability display name or named variant,KEEP_EN,DISPLAY_TEXT,SAME_AS_ENGLISH,Ability names stay English,[],[],Steam Turret,,367e8f1ca66111868994ca1a7c8ee48a14e273485bb240662b5502afd8d8482d,3,AUTO
entities:Ability_Engineer2_description,Ability_Engineer2_description,"The Steam Turret is a marvel in rapidfire technology, duplicating Engineer's items and firing on its own.\n\nHas a sub-ability which allows you to switch its Targeting Algorithm.",The Steam Turret เป็นสุดยอดเทคโนโลยีแห่งการยิงต่อเนื่อง ป้อมปืนจะมีไอเท็มเหมือนของ Engineer และยิงได้ด้วยตัวเอง\n\nมี สกิลย่อย ที่ช่วยให้คุณสามารถสลับ Targeting Algorithm การเล็งเป้าหมาย ของมันได้,stringtables/entities_en.str,3606,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Steam Turret', 'Engineer', 'Targeting Algorithm']","[{'canonical_text': 'Steam Turret', 'type': 'ABILITY', 'source_start': 4, 'source_end': 16, 'visible_start': 4, 'visible_end': 16, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Engineer', 'type': 'HERO', 'source_start': 66, 'source_end': 74, 'visible_start': 66, 'visible_end': 74, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}, {'canonical_text': 'Targeting Algorithm', 'type': 'ABILITY', 'source_start': 158, 'source_end': 177, 'visible_start': 158, 'visible_end': 177, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]","Steam Turret это чудо скорострельной технологии, дублирующее Engineerпредметы и стреляет самостоятельно.\n\nИмеет дополнительную способность, позволяющую переключать ее. Targeting Algorithm.",,93e61d18afe53ec11a87d27fe6a2fdd60a10dba674d9f033413ee17492980201,3,AUTO
entities:Ability_Engineer2_description_simple,Ability_Engineer2_description_simple,"Deploy a ^oSteam Turret^* at target location that deals ^o{26,44,62,80} Physical Damage^* per hit. The Turret has ^o{450,475,500,525} Attack Range^* and inherits your Inventory and 50% of the Attack Speed granted by Agility from you.\n\n^oSteam Turret^* is unaffected by all sources of heals, Health or Mana Regeneration.\n\n^oSteam Turret^* dies in 3 hits from melee heroes, Bosses and enemy buildings ( 6 from ranged heroes and 12 hits from other units) and does not aggro Lane Creeps. Its Health regenerates to full after not taking damage for 4 seconds.\n\nYou can destroy your own turret by attacking it.","ติดตั้ง ^oSteam Turret^* ในตำแหน่งเป้าหมาย สร้างความเสียหายกายภาพ ^o{26,44,62,80} หน่วย^* ต่อการยิงหนึ่งครั้ง ป้อมมีระยะการโจมตี ^o500 หน่วย^* และจะได้รับความสามารถจากไอเท็ม รวมถึงความเร็วโจมตี 50% จากค่า AGI ของคุณ\n\n^oSteam Turret^* จะไม่ได้รับผลจากการฟื้นฟูพลังชีวิต หรือมานาจากทุกแหล่ง\n\n^oSteam Turret^* จะถูกทำลายเมื่อโดนโจมตี 3 ครั้งจากฮีโร่ระยะใกล้, บอส หรือสิ่งก่อสร้างฝ่ายศัตรู (6 ครั้งจากฮีโร่ระยะไกล และ 12 ครั้งจากยูนิตอื่น ๆ) และจะไม่ดึงความสนใจของครีปเลน ป้อมจะฟื้นพลังชีวิตเต็มเมื่อไม่ได้รับความเสียหายเป็นเวลา 4 วินาที\n\nสามารถทำลายป้อมปืนของคุณเองได้ด้วยการโจมตี",stringtables/entities_en.str,3607,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Steam Turret'],"[{'canonical_text': 'Steam Turret', 'type': 'ABILITY', 'source_start': 11, 'source_end': 23, 'visible_start': 9, 'visible_end': 21, 'case_policy': 'EXACT', 'markup_prefix': '^o', 'markup_suffix': '^*'}]","Разверните ^oSteam Turret^* в целевом месте, которое наносит ^o{26,44,62,80} Физический урон^* за удар. У турели есть ^o{450,475,500,525} Диапазон атаки^* и наследует ваш инвентарь и 50% скорости атаки, полученной от ловкости.\n\n^oПаровая турель^* на него не влияют никакие источники лечения, здоровья или регенерации маны.\n\n^oПаровая турель^* умирает от 3 ударов от героев ближнего боя, боссов и вражеских зданий (6 от героев дальнего боя и 12 ударов от других юнитов) и не агрит лейн-крипов. Его здоровье полностью восстанавливается после отсутствия урона в течение 4 секунд.\n\nВы можете уничтожить собственную турель, атаковав ее.",,6ef7e3651673cd2cc26f46e72ccda82c4570a4787ff5ead980652d8a7e93f327,3,AUTO
entities:Ability_Engineer2_description_simple:OnlyMidMap,Ability_Engineer2_description_simple:OnlyMidMap,"Deploy a ^oSteam Turret^* at target location that deals ^o{26,44,62,80} Physical Damage^* per hit. The Turret has ^o{450,475,500,525} Attack Range^* and inherits your Inventory and 50% of the Attack Speed granted by Agility from you.\n\n^oSteam Turret^* is unaffected by all sources of heals, Health or Mana Regeneration.\n\n^oSteam Turret^* dies in 3 hits from melee heroes, Bosses and enemy buildings ( 6 from ranged heroes and 12 hits from other units) and does not aggro Lane Creeps. Its Health regenerates to full after not taking damage for 4 seconds.\n\n^rMid Wars:^* The Turret is ^rDisabled^* when Engineer is more than ^o800 units^* away.\n\nYou can destroy your own turret by attacking it.","ติดตั้ง ^oSteam Turret^* ในตำแหน่งเป้าหมาย สร้างความเสียหายกายภาพ ^o{26,44,62,80} หน่วย^* ต่อการยิงหนึ่งครั้ง ป้อมมีระยะการโจมตี ^o500 หน่วย^* และจะได้รับความสามารถจากไอเท็ม รวมถึงความเร็วโจมตี 50% จากค่า AGI ของคุณ\n\n^oSteam Turret^* จะไม่ได้รับผลจากการฟื้นฟูพลังชีวิต หรือมานาจากทุกแหล่ง\n\n^oSteam Turret^* จะถูกทำลายเมื่อโดนโจมตี 3 ครั้งจากฮีโร่ระยะใกล้, บอส หรือสิ่งก่อสร้างฝ่ายศัตรู (6 ครั้งจากฮีโร่ระยะไกล และ 12 ครั้งจากยูนิตอื่น ๆ) และจะไม่ดึงความสนใจของครีปเลน ป้อมจะฟื้นพลังชีวิตเต็มเมื่อไม่ได้รับความเสียหายเป็นเวลา 4 วินาที\n\n^rMid Wars:^* ป้อมปืนจะ ^rหยุดทำงาน^* เมือ Engineer ห่างจากป้อมเกิน ^o800 หน่วย^* \n\nสามารถทำลายป้อมปืนของคุณเองได้ด้วยการโจมตี",stringtables/entities_en.str,3608,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,"['Steam Turret', 'Engineer']","[{'canonical_text': 'Steam Turret', 'type': 'ABILITY', 'source_start': 11, 'source_end': 23, 'visible_start': 9, 'visible_end': 21, 'case_policy': 'EXACT', 'markup_prefix': '^o', 'markup_suffix': '^*'}, {'canonical_text': 'Engineer', 'type': 'HERO', 'source_start': 607, 'source_end': 615, 'visible_start': 579, 'visible_end': 587, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]","Разверните ^oSteam Turret^* в целевом месте, которое наносит ^o{26,44,62,80} Физический урон^* за удар. У турели есть ^o{450,475,500,525} Диапазон атаки^* и наследует ваш инвентарь и 50% скорости атаки, полученной от ловкости.\n\n^oПаровая турель^* на него не влияют никакие источники лечения, здоровья или регенерации маны.\n\n^oПаровая турель^* умирает от 3 ударов от героев ближнего боя, боссов и вражеских зданий (6 от героев дальнего боя и 12 ударов от других юнитов) и не агрит лейн-крипов. Его здоровье полностью восстанавливается после отсутствия урона в течение 4 секунд.\n\n^rСередина войн:^* Турель ^rОтключено^* когда Engineer больше, чем ^o800 единиц^* прочь.\n\nВы можете уничтожить собственную турель, атаковав ее.",,bb0b30983b4593f8bf74557939738259e5c5d50f961e695dce9972fc6bab3cd1,3,AUTO
entities:Ability_Engineer2_effect_header,Ability_Engineer2_effect_header,,,stringtables/entities_en.str,3609,entities,empty,Empty upstream value,DEPRECATED,STRUCTURAL,SAME_AS_ENGLISH,,[],[],,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,3,AUTO
entities:Ability_Engineer2_IMPACT_effect,Ability_Engineer2_IMPACT_effect,"Deploy a ^oSteam Turret^* at your position that does ^o{26,44,62,80} Physical Damage^* per shot. The Turret has ^o{450,475,500,525} Attack Range^* and inherits your Inventory and 50% of the Attack Speed granted by Agility from you.\n\nThe turret is unaffected by all sources of heals, Health or Mana Regeneration.\n\nThe Turret dies in 3 hits from heroes, Bosses and enemy buildings (12 hits from other units) and does not aggro Lane Creeps. Its Health regenerates to full after not taking damage for 4 seconds.\n\nYou can destroy your own turret by attacking it.","ติดตั้ง ^oSteam Turret^* ในตำแหน่งเป้าหมาย สร้างความเสียหายกายภาพ ^o{26,44,62,80} หน่วย^* ต่อการยิงหนึ่งครั้ง ป้อมมีระยะการโจมตี ^o500 หน่วย^* และจะได้รับความสามารถจากไอเท็ม รวมถึงความเร็วโจมตี 50% จากค่า AGI ของคุณ\n\n^oSteam Turret^* จะไม่ได้รับผลจากการฟื้นฟูพลังชีวิต หรือมานาจากทุกแหล่ง\n\n^oSteam Turret^* จะถูกทำลายเมื่อโดนโจมตี 3 ครั้งจากฮีโร่ระยะใกล้, บอส หรือสิ่งก่อสร้างฝ่ายศัตรู (6 ครั้งจากฮีโร่ระยะไกล และ 12 ครั้งจากยูนิตอื่น ๆ) และจะไม่ดึงความสนใจของครีปเลน ป้อมจะฟื้นพลังชีวิตเต็มเมื่อไม่ได้รับความเสียหายเป็นเวลา 4 วินาที\n\nสามารถทำลายป้อมปืนของคุณเองได้ด้วยการโจมตี",stringtables/entities_en.str,3610,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['Steam Turret'],"[{'canonical_text': 'Steam Turret', 'type': 'ABILITY', 'source_start': 11, 'source_end': 23, 'visible_start': 9, 'visible_end': 21, 'case_policy': 'EXACT', 'markup_prefix': '^o', 'markup_suffix': '^*'}]","Разверните ^oSteam Turret^* на вашей позиции это делает ^o{26,44,62,80} Физический урон^* за выстрел. У турели есть ^o{450,475,500,525} Диапазон атаки^* и наследует ваш инвентарь и 50% скорости атаки, полученной от ловкости.\n\nНа турель не действуют никакие источники лечения, здоровья и регенерации маны.\n\nТурель умирает от 3-х ударов героев, боссов и вражеских построек (12 попаданий от других юнитов) и не агрит лейн-крипов. Его здоровье полностью восстанавливается после отсутствия урона в течение 4 секунд.\n\nВы можете уничтожить собственную турель, атаковав ее.",,9521773a7d82b3f34a658f429af7ceb2e610c3cd75ad86f2bb7d599937afd9c4,3,AUTO
entities:Ability_Engineer2_tooltip_flavor,Ability_Engineer2_tooltip_flavor,My turret is my best friend.,ป้อมปืนของข้าคือเพื่อนที่ดีที่สุด,stringtables/entities_en.str,3611,entities,ability_description,Gameplay description,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],Моя турель — мой лучший друг.,,d4a804c0445b020f178610629ca1dbfff0c4acda1ffc3c8994fe049089790587,3,AUTO
entities:Ability_Engineer2b_name,Ability_Engineer2b_name,Targeting Algorithm,Targeting Algorithm,stringtables/entities_en.str,3614,entities,ability_name,Ability display name or named variant,KEEP_EN,DISPLAY_TEXT,SAME_AS_ENGLISH,Ability names stay English,[],[],Targeting Algorithm,,ad5b95991747de5205b6dd6ea6930773bd5cdaf383e9389ab2e6e0da960a0cb9,3,AUTO
